자전거대여소명,자전거대여소구분,소재지도로명주소,소재지지번주소,위도,경도,운영시작시각,운영종료시각,휴무일,요금구분,자전거이용요금,자전거보유대수,거치대수,공기주입기비치여부,공기주입기유형,수리대설치여부,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
4420. 성북구 한예종 캠퍼스 별관,무인대여소,서울특별시 성북구 화랑로32길 146-37,,37.6063581128,127.0539408467,00:01,23:59,연중무휴,유료,7일권(60분 3천원+120분 4천원)+30일권(60분 5천원+120분 7천원)+365일권(60분 3만원+120분 28만원),6,6,N,수동식,N,1599-0144,서울특별시청,2023-11-23,3070000,서울특별시 성북구
4421. 롯데캐슬클라시아 입구 앞,무인대여소,,서울특별시 성북구 길음동 1289-3,37.60668945,127.0258942,00:01,23:59,연중무휴,유료,7일권(60분 3천원+120분 4천원)+30일권(60분 5천원+120분 7천원)+365일권(60분 3만원+120분 29만원),10,10,N,수동식,N,1599-0145,서울특별시청,2023-11-23,3070000,서울특별시 성북구
4423. 현대백화점 미아점,무인대여소,,서울특별시 성북구 길음동 1289-5,37.60884857,127.0284576,00:01,23:59,연중무휴,유료,7일권(60분 3천원+120분 4천원)+30일권(60분 5천원+120분 7천원)+365일권(60분 3만원+120분 30만원),10,10,N,수동식,N,1599-0146,서울특별시청,2023-11-23,3070000,서울특별시 성북구
순천의료원공원,무인대여소,,전라남도 순천시 매곡동 130-1,34.95839068,127.4828894,00:00,23:59,연중무휴,유료,일일이용 : 1000원,6,15,Y,기계식,N,061-749-4883,전라남도 순천시청 교통정책과,2024-07-17,4820000,전라남도 순천시
동신아파트1차앞,무인대여소,,전라남도 순천시 조례동 1613,34.9544132,127.5305816,00:00,23:59,연중무휴,유료,일일이용 : 1000원,6,17,Y,기계식,N,061-749-4883,전라남도 순천시청 교통정책과,2024-07-17,4820000,전라남도 순천시
조례호수공원,무인대여소,,전라남도 순천시 조례동 889,34.9617757,127.5184332,00:00,23:59,연중무휴,유료,일일이용 : 1000원,6,20,Y,기계식,N,061-749-4883,전라남도 순천시청 교통정책과,2024-07-17,4820000,전라남도 순천시
동성공원,무인대여소,,전라남도 순천시 연향동 1352,34.94891327,127.5172778,00:00,23:59,연중무휴,유료,일일이용 : 1000원,6,25,Y,기계식,N,061-749-4883,전라남도 순천시청 교통정책과,2024-07-17,4820000,전라남도 순천시
강천수변공원,무인대여소,,전라남도 순천시 선평리 206,34.9871108,127.5009664,00:00,23:59,연중무휴,유료,일일이용 : 1000원,6,15,Y,수동식,N,061-749-4883,전라남도 순천시청 교통정책과,2024-07-17,4820000,전라남도 순천시
블루시안입구,무인대여소,,전라남도 순천시 연향동 1699,34.9359128,127.5127838,00:00,23:59,연중무휴,유료,일일이용 : 1000원,6,15,Y,기계식,N,061-749-4883,전라남도 순천시청 교통정책과,2024-07-17,4820000,전라남도 순천시
풍덕교옆 뚝방,무인대여소,,전라남도 순천시 풍덕동 946,34.9457238,127.4965152,00:00,23:59,연중무휴,유료,일일이용 : 1000원,6,20,Y,기계식,N,061-749-4883,전라남도 순천시청 교통정책과,2024-07-17,4820000,전라남도 순천시
제일대 건너편,무인대여소,,전라남도 순천시 덕월동 392-3,34.9333265,127.4897167,00:00,23:59,연중무휴,유료,일일이용 : 1000원,6,15,Y,수동식,N,061-749-4883,전라남도 순천시청 교통정책과,2024-07-17,4820000,전라남도 순천시
용당동,무인대여소,,전라남도 순천시 용당동 554-6,34.97192447,127.4908768,00:00,23:59,연중무휴,유료,일일이용 : 1000원,6,20,Y,기계식,N,061-749-4883,전라남도 순천시청 교통정책과,2024-07-17,4820000,전라남도 순천시
순천만국가정원(서문),무인대여소,,전라남도 순천시 오천동 600,34.9288866940,127.4999574211,00:00,23:59,연중무휴,유료,일일이용 : 1000원,6,20,Y,수동식,N,061-749-4883,전라남도 순천시청 교통정책과,2024-07-17,4820000,전라남도 순천시
순천만국가정원(동문),무인대여소,,전라남도 순천시 풍덕동 70,34.93074831,127.5116091,00:00,23:59,연중무휴,유료,일일이용 : 1000원,6,30,Y,수동식,N,061-749-4883,전라남도 순천시청 교통정책과,2024-07-17,4820000,전라남도 순천시
향림사,무인대여소,,전라남도 순천시 석현동 843-2,34.97237591,127.4786694,00:00,23:59,연중무휴,유료,일일이용 : 1000원,6,13,Y,수동식,N,061-749-4883,전라남도 순천시청 교통정책과,2024-07-17,4820000,전라남도 순천시
신대6차 앞,무인대여소,,전라남도 순천시 신대리 2088,34.9808199,127.5830722,00:00,23:59,연중무휴,유료,일일이용 : 1000원,6,25,Y,기계식,N,061-749-4883,전라남도 순천시청 교통정책과,2024-07-17,4820000,전라남도 순천시
농도원네거리,무인대여소,"대전광역시 서구 도산로133, (도마동)",대전광역시 서구 도마동 65-56,36.32031298,127.3775389,05:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,12,12,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
해양공원 공연장,무인대여소,,전라남도 여수시 종화동 526-7,34.7379571,127.7441697,00:01,23:59,연중무휴,유료,정기권 1년 3만원+정기권6개월 1만8천원+정기권 1개월 5천원+일일권 1천원,20,20,N,,N,061-659-4567,전라남도 여수시청,2023-07-19,4810000,전라남도 여수시
엑스포홍보관,무인대여소,,전라남도 여수시 수정동 777-3,34.74331782,127.7509941,00:01,23:59,연중무휴,유료,정기권 1년 3만원+정기권6개월 1만8천원+정기권 1개월 5천원+일일권 1천원,20,20,N,,N,061-659-4567,전라남도 여수시청,2023-07-19,4810000,전라남도 여수시
여수엑스포역,무인대여소,전라남도 여수시 망양로 2,전라남도 여수시 덕충동 61-16,34.75310731,127.7488566,00:01,23:59,연중무휴,유료,정기권 1년 3만원+정기권6개월 1만8천원+정기권 1개월 5천원+일일권 1천원,37,37,N,,N,061-659-4567,전라남도 여수시청,2023-07-19,4810000,전라남도 여수시
오동도,무인대여소,전라남도 여수시 오동도로 242,전라남도 여수시 수정동 1-4,34.74523417,127.7660038,00:01,23:59,연중무휴,유료,정기권 1년 3만원+정기권6개월 1만8천원+정기권 1개월 5천원+일일권 1천원,20,20,N,,N,061-659-4567,전라남도 여수시청,2023-07-19,4810000,전라남도 여수시
성산공원,무인대여소,,전라남도 여수시 화장동 949,34.77438325,127.647573,00:01,23:59,연중무휴,유료,정기권 1년 3만원+정기권6개월 1만8천원+정기권 1개월 5천원+일일권 1천원,20,20,N,,N,061-659-4567,전라남도 여수시청,2023-07-19,4810000,전라남도 여수시
웅천청소년공원,무인대여소,,전라남도 여수시 웅천동 1684,34.74744791,127.6743325,00:01,23:59,연중무휴,유료,정기권 1년 3만원+정기권6개월 1만8천원+정기권 1개월 5천원+일일권 1천원,25,25,N,,N,061-659-4567,전라남도 여수시청,2023-07-19,4810000,전라남도 여수시
여서문화의거리,무인대여소,,전라남도 여수시 여서동 214-5,34.753076,127.7038282,00:01,23:59,연중무휴,유료,정기권 1년 3만원+정기권6개월 1만8천원+정기권 1개월 5천원+일일권 1천원,20,20,N,,N,061-659-4567,전라남도 여수시청,2023-07-19,4810000,전라남도 여수시
구봉중 입구,무인대여소,,전라남도 여수시 국동 433,34.73087291,127.7171566,00:01,23:59,연중무휴,유료,정기권 1년 3만원+정기권6개월 1만8천원+정기권 1개월 5천원+일일권 1천원,12,12,N,,N,061-659-4567,전라남도 여수시청,2023-07-19,4810000,전라남도 여수시
돌산공원 입구,무인대여소,,전라남도 여수시 돌산읍 우두리 산368-7,34.728214,127.743052,00:01,23:59,연중무휴,유료,정기권 1년 3만원+정기권6개월 1만8천원+정기권 1개월 5천원+일일권 1천원,20,20,N,,N,061-659-4567,전라남도 여수시청,2023-07-19,4810000,전라남도 여수시
버스터미널,무인대여소,전라남도 여수시 좌수영로 268,전라남도 여수시 오림동 413-2,34.75829995,127.7164709,00:01,23:59,연중무휴,유료,정기권 1년 3만원+정기권6개월 1만8천원+정기권 1개월 5천원+일일권 1천원,15,15,N,,N,061-659-4567,전라남도 여수시청,2023-07-19,4810000,전라남도 여수시
여수연안여객선터미널,무인대여소,전라남도 여수시 여객선터미널길 24,전라남도 여수시 교동 682-1,34.73814206,127.7317636,00:01,23:59,연중무휴,유료,정기권 1년 3만원+정기권6개월 1만8천원+정기권 1개월 5천원+일일권 1천원,15,15,N,,N,061-659-4567,전라남도 여수시청,2023-07-19,4810000,전라남도 여수시
전남대 정문,무인대여소,전라남도 여수시 대학로 50,전라남도 여수시 미평동 753,34.7729995,127.7005509,00:01,23:59,연중무휴,유료,정기권 1년 3만원+정기권6개월 1만8천원+정기권 1개월 5천원+일일권 1천원,15,15,N,,N,061-659-4567,전라남도 여수시청,2023-07-19,4810000,전라남도 여수시
진남체육공원,무인대여소,전라남도 여수시 진남체육관길 74,전라남도 여수시 오림동 43,34.76161826,127.7266455,00:01,23:59,연중무휴,유료,정기권 1년 3만원+정기권6개월 1만8천원+정기권 1개월 5천원+일일권 1천원,12,12,N,,N,061-659-4567,전라남도 여수시청,2023-07-19,4810000,전라남도 여수시
소호요트경기장,무인대여소,전라남도 여수시 소호로 392,전라남도 여수시 소호동 505-2,34.73879444,127.6508592,00:01,23:59,연중무휴,유료,정기권 1년 3만원+정기권6개월 1만8천원+정기권 1개월 5천원+일일권 1천원,19,19,N,,N,061-659-4567,전라남도 여수시청,2023-07-19,4810000,전라남도 여수시
삼일중 입구,무인대여소,전라남도 여수시 소라면 죽림로 26,전라남도 여수시 소라면 죽림리 1125,34.7636104,127.6407695,00:01,23:59,연중무휴,유료,정기권 1년 3만원+정기권6개월 1만8천원+정기권 1개월 5천원+일일권 1천원,12,12,N,,N,061-659-4567,전라남도 여수시청,2023-07-19,4810000,전라남도 여수시
여수수협 앞,무인대여소,,전라남도 여수시 봉산동 96-6,34.72971661,127.7240516,00:01,23:59,연중무휴,유료,정기권 1년 3만원+정기권6개월 1만8천원+정기권 1개월 5천원+일일권 1천원,12,12,N,,N,061-659-4567,전라남도 여수시청,2023-07-19,4810000,전라남도 여수시
해양경찰서 앞,무인대여소,,전라남도 여수시 여서동 222-1,34.755512,127.7081167,00:01,23:59,연중무휴,유료,정기권 1년 3만원+정기권6개월 1만8천원+정기권 1개월 5천원+일일권 1천원,12,12,N,,N,061-659-4567,전라남도 여수시청,2023-07-19,4810000,전라남도 여수시
미평공원,무인대여소,,전라남도 여수시 미평동 598-9,34.76807201,127.7031974,00:01,23:59,연중무휴,유료,정기권 1년 3만원+정기권6개월 1만8천원+정기권 1개월 5천원+일일권 1천원,20,20,Y,수동식,N,061-659-4567,전라남도 여수시청,2023-07-19,4810000,전라남도 여수시
내동마을 입구,무인대여소,,전라남도 여수시 오림동 381-14,34.76021062,127.7180569,00:01,23:59,연중무휴,유료,정기권 1년 3만원+정기권6개월 1만8천원+정기권 1개월 5천원+일일권 1천원,10,10,N,,N,061-659-4567,전라남도 여수시청,2023-07-19,4810000,전라남도 여수시
만흥공원,무인대여소,,전라남도 여수시 만흥동 산 258-9,34.772974,127.7439482,00:01,23:59,연중무휴,유료,정기권 1년 3만원+정기권6개월 1만8천원+정기권 1개월 5천원+일일권 1천원,10,10,N,,N,061-659-4567,전라남도 여수시청,2023-07-19,4810000,전라남도 여수시
가곡마을 입구,무인대여소,,전라남도 여수시 선원동 215-2,34.76815213,127.6621969,00:01,23:59,연중무휴,유료,정기권 1년 3만원+정기권6개월 1만8천원+정기권 1개월 5천원+일일권 1천원,10,10,Y,수동식,N,061-659-4567,전라남도 여수시청,2023-07-19,4810000,전라남도 여수시
여천동 주민센터 앞,무인대여소,,전라남도 여수시 선원동 768-2,34.777018,127.652472,00:01,23:59,연중무휴,유료,정기권 1년 3만원+정기권6개월 1만8천원+정기권 1개월 5천원+일일권 1천원,10,10,Y,수동식,N,061-659-4567,전라남도 여수시청,2023-07-19,4810000,전라남도 여수시
여수시민회관,무인대여소,,전라남도 여수시 광무동 42-4,34.74709238,127.7279291,00:01,23:59,연중무휴,유료,정기권 1년 3만원+정기권6개월 1만8천원+정기권 1개월 5천원+일일권 1천원,15,15,N,수동식,N,061-659-4567,전라남도 여수시청,2023-07-19,4810000,전라남도 여수시
우송대 서문(건너편),무인대여소,"대전광역시 동구 동중앙로93, (가양동)",대전광역시 동구 가양동 307-3,36.34012453,127.4458582,05:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,13,13,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
천동초등학교,무인대여소,,대전광역시 동구 천동 199-64,36.31670082,127.4438965,05:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,13,13,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
용방마을아파트(301동),무인대여소,"대전광역시 동구 용운로80, (용운동, 용방마을아파트)",대전광역시 동구 용운동 460,36.32667177,127.4504195,05:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,14,14,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
목동 한사랑아파트(109동),무인대여소,"대전광역시 중구 동서대로1388, (목동, 금호한사랑아파트)",대전광역시 중구 목동 4-6,36.33199442,127.4116642,05:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,12,12,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
옥계동 새마을금고,무인대여소,"대전광역시 중구 대종로65, (옥계동)",대전광역시 중구 옥계동 46-15,36.29886699,127.4541547,05:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,12,12,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
관저 금성백조(114동),무인대여소,,대전광역시 서구 관저동 1574,36.29600737,127.3341773,05:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,13,13,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
노은3지구 영무예다음(102동),무인대여소,"대전광역시 유성구 지족로92, (지족동, 영무예다음에코타운)",대전광역시 유성구 지족동 1052,36.37499232,127.3055329,05:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,13,13,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
관저 더샵(109동),무인대여소,"대전광역시 서구 관저서로19, (관저동, 관저더샵1차)",대전광역시 서구 관저동 1985,36.29354827,127.3295667,05:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,13,13,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
대전정부청사 남문,무인대여소,,대전광역시 서구 둔산동 1517,36.35896965,127.3849091,05:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,15,15,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
가수원파출소(건너편),무인대여소,,대전광역시 서구 가수원동 1373,36.30834195,127.3515996,05:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,15,15,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
